BAPID,Name,Standard,Std,F_type,Species ,Star_Stat,Country,Company ,Parent_Company ,latitude,longitude,Expiration,Language_Pref,M_tons_2015,Hatch_Output,Mill_Output,2015_CB,2015_Aud,2015_Min_N,2015_Maj_N,2015_Crt_N,M_tons_2016,2016_Aud,2016_Min_N,2016_Maj_N,2016_Crt_N
P10571,Mangala Marine Exim India Pvt. Ltd. - Unit 2 (Bhatsons Aquatic Products,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Mangala Marine Exim India Pvt. Ltd.,Mangala Marine Exim India Pvt. Ltd.,9.885113889,76.29826111,10/4/17,TBD,120,,,NSF International,Mohan Varadhan,5,0,0,,,,,
P10573,Piscicola El Rosario S.A.S,Seafood Processing Plant Standard,3,Plant,Tilapia,1,Colombia,Piscicola El Rosario S.A.S,Piscicola El Rosario S.A.S,5.851794444,-74.86734167,10/17/17,TBD,,,,,,,,,,,,,
P10574,Trapen Processing Plant,Seafood Processing Plant Standard,3,Plant,Salmon,1,Chile,ACME Chile SPA,ACME Chile SPA,-41.49198333,-73.03234444,11/3/17,TBD,"3,100",,,NSF International,Guillermo Clarke,5,0,0,,,,,
P10575,Nekkanti Sea Foods Ltd. - Kakinada Plant,Seafood Processing Plant Standard,3,Plant,Shrimp,4,India,Nekkanti Seafoods Ltd.,Nekkanti Seafoods Ltd.,17.10555556,82.09777778,8/21/17,TBD,,,,SGS India Pvt. Ltd.,Mujibar Rahaman,8,3,0,,,,,
P10576,PT. Grahamakmur Ciptapratarna,Seafood Processing Plant Standard,3,Plant,Shrimp,2,Indonesia,PT. Grahamakmur Ciptapratarna,PT. Grahamakmur Ciptapratarna,-7.422629867,112.7202203,1/18/18,TBD,"1,934.86",,,SGS India Pvt. Ltd.,Wawan Somala,8,3,0,,,,,
P10578,M/S Veerabhadra Exports Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,3,India,M/S Veerabhadra Exports Pvt. Ltd.,M/S Veerabhadra Exports Pvt. Ltd.,16.95758875,82.2350211,11/17/17,TBD,961.151,,,NSF International,Srinivasarao Vajjiparti,14,0,0,,,,,
P10579,Neeli Aqua Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Neeli Aqua Pvt. Ltd.,Neeli Aqua Pvt. Ltd.,15.763998,80.028619,10/25/17,TBD,"1,151.76",,,NSF International,Anil Mallisetty,9,0,0,,,,,
P10582,M/S Milesh Marine Exports Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,M/S Milesh Marine Exports Pvt. Ltd.,M/S Milesh Marine Exports Pvt. Ltd.,16.38497421,81.31377382,11/24/17,TBD,,,,,,,,,,,,,
P10583,Guangxi Zhong Yi Seafood Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Tilapia,1,China,Guangxi Zhong Yi Seafood Co. Ltd.,Guangxi Zhong Yi Seafood Co. Ltd.,21.69265833,109.2328306,12/31/17,TBD,,,,,,,,,,,,,
P10584,Goh Siong Tee Marine Product SDN BHD,Seafood Processing Plant Standard,3,Plant,Barramundi,4,Malaysia,Goh Siong Tee Marine Product SDN BHD.,Goh Siong Tee Marine Product SDN BHD.,5.264328426,100.44596,12/20/17,TBD,244.45,,,,,,,,,,,,
P10585,Tampa Maid Foods LLC.,Seafood Processing Plant Standard,3,Plant,Shrimp/Tilapia,1,United States,Tampa Maid Foods LLC.,Tampa Maid Foods LLC.,28.06434722,-81.98065,2/27/18,TBD,818.14,,,,,,,,,,,,
P10586,Barry Group Inc. for 54417 Newfoundland and Labrador Inc. - (Harbour Breton Processing),Seafood Processing Plant Standard,3,Plant,Salmon,,Canada,Barry Group Inc. for 54417 Newfoundland and Labrador Inc. - (Harbour Breton Processing),Barry Group Inc. for 54417 Newfoundland and Labrador Inc. - (Harbour Breton Processing),47.48153056,-55.8018,1/11/19,,,,,,,,,,,,,,
P10587,Division Empacadora,Seafood Processing Plant Standard,3,Plant,Shrimp,,Ecuador,Empacadora Grupo Granmar S.A.,Empacadora Grupo Granmar S.A.,-2.193780556,-80.01386944,5/29/18,TBD,,,,,,,,,,,,,
P10588,M/S Southern Tropical Foods Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,M/S Southern Tropical Foods Pvt. Ltd.,M/S Southern Tropical Foods Pvt. Ltd.,15.301266,80.039753,12/14/17,TBD,"2,000",,,,,,,,,,,,
P10590,Sociedad Nacional de Galapagos C.A.,Seafood Processing Plant Standard,3,Plant,Shrimp,4,Ecuador,Sociedad Nacional de Galapagos C.A.,Sociedad Nacional de Galapagos C.A.,-2.287408692,-79.85845485,2/7/18,TBD,"27,000",,,,,,,,,,,,
P10592,Coastal Aqua,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Coastal Aqua,Coastal Aqua,16.881099,82.184722,1/3/18,TBD,,,,,,,,,,,,,
P10593,Islandsbleikja,Seafood Processing Plant Standard,3,Plant,Arctic Char,1,Iceland,Islandsbleikja Ehf,Islandsbleikja Ehf,63.83874,-22.4354919,1/27/18,TBD,"2,500",,,,,,,,,,,,
P10594,Xuzhou Jinjiang Foodstuffs Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Crawfish,1,China,Xuzhou Jinjiang Foodstuffs Co. Ltd.,Xuzhou Jinjiang Foodstuffs Co. Ltd.,34.53268717,118.0037427,1/10/18,TBD,,,,,,,,,,,,,
P10596,Naga Hanuman Fish Packers (EU 1856),Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Naga Hanuman Fish Packers (EU 1856),Naga Hanuman Fish Packers (EU 1856),17.69027721,83.19427292,3/1/18,TBD,,,,,,,,,,,,,
P10597,Charoen Pokphand Foods Public Company Limited (CPF-Klaeng),Seafood Processing Plant Standard,3,Plant,Shrimp,2,Thailand,Charoen Pokphand Foods Public Co. Ltd.,Charoen Pokphand Foods Public Co. Ltd.,12.7778591,101.7272083,2/20/18,TBD,"6,990",,,,,,,,,,,,
P10599,Morpol S.A. ,Seafood Processing Plant Standard,3,Plant,Salmon,1,Poland,Morpol S.A.,Morpol S.A.,54.54253333,16.85042778,1/31/18,TBD,"47,973",,,,,,,,,,,,
P10602,Open Blue Sea Farms Processing Plant,Seafood Processing Plant Standard,3,Plant,Cobia,3,Panama,Open Blue Sea Farms Panama S.A.,Open Blue Sea Farms Panama S.A.,9.034472222,-79.45845556,2/2/18,TBD,988,,,,,,,,,,,,
P10603,Fuqing Chaohui Aquatic Food Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,,China,Fuqing Chaohui Aquatic Food Co. Ltd.,Fuqing Chaohui Aquatic Food Co. Ltd.,25.4575,119.4386111,4/24/18,TBD,,,,,,,,,,,,,
P10604,Trong Nhan Seafood Co. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,,Vietnam,Trong Nhan Seafood Co. Ltd.,Trong Nhan Seafood Co. Ltd.,10.545733,106.394058,4/28/18,TBD,,,,,,,,,,,,,
P10605,PT. Bumi Pangan Utama,Seafood Processing Plant Standard,3,Plant,Shrimp,1,Indonesia,PT. Bumi Pangan Utama,PT. Bumi Pangan Utama,-6.262621308,106.5037831,1/11/18,TBD,,,,,,,,,,,,,
P10606 (RP),Marine Harvest USA LLC,Seafood Processing Plant Standard,3,Plant,Salmon/Tilapia,,United States,Marine Harvest USA LLC,Marine Harvest USA LLC,25.78816667,-80.33413333,4/23/18,TBD,,,,,,,,,,,,,
P10607,PT. Bumi Pangan Sejahtera,Seafood Processing Plant Standard,3,Plant,Shrimp,1,Indonesia,PT. Bumi Pangan Sejahtera,PT. Bumi Pangan Sejahtera,-7.439633333,112.7215361,2/19/18,TBD,,,,,,,,,,,,,
P10608,Srikanth International,Seafood Processing Plant Standard,3,Plant,Shrimp,,India,Srikanth International,Srikanth International,16.57556881,81.3352212,2/22/18,TBD,,,,,,,,,,,,,
P10609,PT. Samudra Seafood Products,Seafood Processing Plant Standard,3,Plant,Shrimp,,Indonesia,PT. Samudra Seafood Products,PT. Samudra Seafood Products,-8.167581,114.388267,6/9/17,TBD,,,,,,,,,,,,,
P10611,Productos Marinos ABC - Pacifico Aquaculture,Seafood Processing Plant Standard,3,Plant,Striped Bass,,Mexico,Productos Marinos ABC - Pacifico Aquaculture,Productos Marinos ABC - Pacifico Aquaculture,31.89966483,-116.7060144,4/1/18,TBD,,,,,,,,,,,,,
P10612,P.E.I. Mussel King (1994) Inc.,Seafood Processing Plant Standard,3,Plant,Mussels,,Canada,P.E.I. Mussel King (1994) Inc.,P.E.I. Mussel King (1994) Inc.,46.4295,-62.71182222,2/2/18,,,,,,,,,,,,,,
P10613,Aquatica Frozen Foods Global Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,1,India,Aquatic Frozen Foods Global Pvt. Ltd.,Aquatic Frozen Foods Global Pvt. Ltd.,15.75775278,80.33209444,2/27/18,TBD,,,,,,,,,,,,,
P10616,Piscicola Entre Rios Limitada,Seafood Processing Plant Standard,3,Plant,Rainbow Trout,,Chile,Piscicola Entre Rios Limitada,Piscicola Entre Rios Limitada,-39.59564588,-72.21869187,4/11/18,TBD,,,,,,,,,,,,,
P10619,Southern Foods Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,,Bangladesh,Southern Foods Ltd.,Southern Foods Ltd.,22.472778,89.361361,6/16/17,TBD,,,,,,,,,,,,,
P10621 (RP),NAFCO Wholesale Fish,Seafood Processing Plant Standard,3,Plant,Salmon,,United States,NAFCO Wholesale Fish,NAFCO Wholesale Fish,39.15542222,-76.78203889,8/9/18,TBD,,,,,,,,,,,,,
P10622,Caleta Bay Export Company (CBE),Seafood Processing Plant Standard,3,Plant,Rainbow Trout,,Chile,Caleta Bay Export Company (CBE),Caleta Bay Export Company (CBE),-41.45367778,-72.96484167,6/8/17,TBD,,,,,,,,,,,,,
P10623,PT. Khom Foods,Seafood Processing Plant Standard,3,Plant,Shrimp,,Indonesia,PT. Khom Foods,PT. Khom Foods,-6.105898334,106.8023993,9/21/18,,,,,,,,,,,,,,
P10624 (RP),"Vita Food Products, Inc.",Seafood Processing Plant Standard,3,Plant,Salmon/Shrimp,,United States,"Vita Foods Products, Inc.","Vita Foods Products, Inc.",41.89,-87.68,10/16/18,,,,,,,,,,,,,,
P10626,"Maoming Heng Seafood Co., Ltd.",Seafood Processing Plant Standard,3,Plant,Tilapia/Golden Pompano,,China,"Maoming Heng Seafood Co., Ltd.","Maoming Heng Seafood Co., Ltd.",21.677884,110.755103,6/14/17,TBD,,,,,,,,,,,,,
P10627 (RP),Orca Specialty Foods Ltd.,Seafood Processing Plant Standard,3,Plant,Salmon,,Canada,Orca Specialty Foods Ltd.,Orca Specialty Foods Ltd.,49.1030459,-122.740508,7/12/17,TBD,,,,,,,,,,,,,
P10628 (RP),Slade Gorton - Florida,Seafood Processing Plant Standard,3,Plant,Salmon/Tilapia,,USA,Slade Gorton - Florida,Slade Gorton - Florida,26.084546,-80.174135,7/29/18,,,,,,,,,,,,,,
P10630,M/s. K.N.C. Agro Limited,Seafood Processing Plant Standard,3,Plant,Shrimp,,India,M/s. K.N.C. Agro Limited,M/s. K.N.C. Agro Limited,21.72041,87.66177,7/27/18,,,,,,,,,,,,,,
P10631,M/s. Alashore Marine Exports Pvt. Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,,India,M/s. Alashore Marine Exports Pvt. Ltd.,M/s. Alashore Marine Exports Pvt. Ltd.,21.494978,86.942657,8/31/18,,,,,,,,,,,,,,
P10634,JAZADCO SHRIMP FARM PROJECT - Plant,Seafood Processing Plant Standard,3,Plant,Shrimp,,Saudi Arabia,JAZADCO SHRIMP FARM PROJECT - Plant,JAZADCO SHRIMP FARM PROJECT - Plant,16.64390833,42.74615,8/20/19,,,,,,,,,,,,,,
P10636,Nila Sea Foods Exports,Seafood Processing Plant Standard,3,Plant,Shrimp,,India,Nila Sea Foods Exports,Nila Sea Foods Exports,10.387037,79.309212,8/4/18,,,,,,,,,,,,,,
P10637,PT Fresh On Time Seafood,Seafood Processing Plant Standard,3,Plant,Shrimp,,Indonesia,PT Fresh On Time Seafood,PT Fresh On Time Seafood,-6.4361,106.9406278,9/15/18,,,,,,,,,,,,,,
P10638,"Sonsea Foods Co., Ltd.",Seafood Processing Plant Standard,3,Plant,Crawfish,,China,"Sonsea Foods Co., Ltd.","Sonsea Foods Co., Ltd.",29.36993333,112.3831667,9/28/18,,,,,,,,,,,,,,
P10640,Bright Seafood Ltd.,Seafood Processing Plant Standard,3,Plant,Shrimp,,India,Bright Seafood Ltd.,Bright Seafood Ltd.,22.79773611,89.58536111,9/24/18,,,,,,,,,,,,,,
P10643,M/s. Ananda Foods,Seafood Processing Plant Standard,3,Plant,Shrimp,,India,M/s. Ananda Foods,M/s. Ananda Foods,16.466738,81.511761,10/12/18,,,,,,,,,,,,,,
P10644,Nha Trang Seafoods - F89 Joint Stock Company,Seafood Processing Plant Standard,3,Plant,Shrimp,,Vietnam,Nha Trang Seafoods - F89 Joint Stock Company,Nha Trang Seafoods - F89 Joint Stock Company,9.23,105.42,9/18/18,,,,,,,,,,,,,,
